,Unnamed: 0,Unnamed: 1,name,cargo_capacity,mass,crew,manufacturer,type,status,role,price,release_date,price_ingame,scm,max,length,beam,height
129,129,Mustang Omega             ,Mustang Omega,0,31565.0,1, Consolidated Outland                     , competition, flight-ready, {'0': 'Racing'}                                    ,0.0, 2014        ,1178100.0,244.0,1230.0,21.5,18.0,9.0
130,130,Nautilus                  ,Nautilus,64,13526320.0,8, Aegis Dynamics                           , combat     , in-concept  , {'0': 'Minelayer'}                                 ,725.0, Unreleased  ,0.0,90.0,911.5,125.0,72.0,21.6
131,131,Nomad                     ,Nomad,24,228123.0,1, Consolidated Outland                     , multi      , flight-ready, {'0': 'Starter'}                                   ,80.0, 2020        ,1512000.0,205.0,1100.0,19.0,27.0,10.0
132,132,Nova                      ,Nova,0,149950.0,3, Tumbril Land Systems                     , ground     , flight-ready, {'0': 'Combat'}                                    ,120.0, 2021        ,907200.0,156.95,170.9,20.0,12.0,11.0
133,133,Nox                       ,Nox,0,4230.0,1, Aopoa                                    , competition, flight-ready, {'0': 'Racing'}                                    ,45.0, 2018        ,722925.0,225.0,619.0,1.45,1.32,5.15
134,134,Odyssey                   ,Odyssey,252,,1, MISC                                     , exploration, in-concept  , {'0': 'Expedition'}                                ,700.0, Unreleased  ,0.0,0.0,0.0,140.0,90.0,35.0
135,135,Orion                     ,Orion,384,26496000.0,7, Roberts Space Industries                 , industrial , in-concept  , {'0': 'Heavy Mining'}                              ,650.0, Unreleased  ,0.0,0.0,0.0,170.0,50.0,50.0
136,136,P-52 Merlin               ,P-52 Merlin,0,8479.0,1, Kruger Intergalatic                      , combat     , flight-ready, {'0': 'Snub Fighter'}                              ,25.0, 2015        ,283500.0,280.0,1450.0,12.0,5.25,3.0
137,137,P-72 Archimedes           ,P-72 Archimedes,0,8479.0,1, Kruger Intergalatic                      , competition, flight-ready, {'0': 'Racing'}                                    ,25.0, 2019        ,449820.0,300.0,1485.0,12.0,7.7,2.0
138,138,Paladin                   ,Paladin,0,,4, Anvil Aerospace                          , combat     , in-concept  , {'0': 'Gunship'}                                   ,300.0, Unreleased  ,0.0,90.0,911.5,53.0,38.5,14.5
139,139,Perseus                   ,Perseus,50,,6, Roberts Space Industries                 , combat     , in-concept  , {'0': 'Gunboat'}                                   ,675.0, Unreleased  ,0.0,90.0,911.5,100.0,50.0,21.0
140,140,Pioneer                   ,Pioneer,600,,8, Consolidated Outland                     , multi      , in-concept  , {'0': 'Heavy Construction'}                        ,850.0, Unreleased  ,0.0,210.0,0.0,247.0,133.0,53.0
141,141,Polaris                   ,Polaris,576,17155000.0,12, Roberts Space Industries                 , combat     , flight-ready, {'0': 'Corvette'}                                  ,975.0, 2024        ,7527822.0,145.0,940.0,181.0,87.0,40.0
142,142,Prospector                ,Prospector,32,137396.0,1, Musashi Industrial and Starflight Concern, industrial , flight-ready," "" """"{'0': 'Mining' '1': 'Prospecting'}          """"""",155.0, 2017        ,2929500.0,156.0,994.0,26.5,16.5,8.0
143,143,Prowler                   ,Prowler,0,171700.0,2, Esperia                                  , combat     , flight-ready, {'0': 'Dropship'}                                  ,440.0, 2020        ,18711000.0,200.0,1100.0,34.0,32.0,15.0
144,144,PTV                       ,PTV,0,14690.0,2, Greycat Industrial                       , ground     , flight-ready, {'0': 'Touring'}                                   ,15.0, 2013        ,28350.0,20.0,20.0,3.5,2.5,2.2
145,145,Pulse                     ,Pulse,0,2140.0,1, Mirai                                    , ground     , flight-ready, {'0': 'Combat'}                                    ,30.0, 2024        ,185220.0,204.0,561.0,3.5,1.5,2.5
146,146,Pulse LX                  ,Pulse LX,0,2140.0,1, Mirai                                    , ground     , flight-ready, {'0': 'Racing'}                                    ,30.0, 2024        ,185220.0,218.0,600.0,3.5,1.5,2.5
147,147,RAFT                      ,RAFT,96,669686.0,2, Argo Astronautics                        , transport  , flight-ready, {'0': 'Medium Freight'}                            ,125.0, 2021        ,3543750.0,140.0,990.0,39.5,23.0,12.0
148,148,Railen                    ,Railen,320,,4, Gatac Manufacture                        , transport  , in-concept  , {'0': 'Medium Freight'}                            ,225.0, Unreleased  ,0.0,159.5,1130.0,53.0,52.0,67.0
149,149,Ranger CV                 ,Ranger CV,0,,1, Tumbril                                  , ground     , in-concept  , {'0': 'Touring'}                                   ,35.0, Unreleased  ,0.0,47.5,47.5,3.7,2.0,2.0
150,150,Ranger RC                 ,Ranger RC,0,,1, Tumbril                                  , ground     , in-concept  , {'0': 'Racing'}                                    ,35.0, Unreleased  ,0.0,47.5,47.5,3.7,2.0,2.0
151,151,Ranger TR                 ,Ranger TR,0,,1, Tumbril                                  , ground     , in-concept  , {'0': 'Combat'}                                    ,40.0, Unreleased  ,0.0,47.5,47.5,3.7,2.0,2.0
152,152,Razor                     ,Razor,0,11701.0,1, Mirai                                    , competition, flight-ready, {'0': 'Racing'}                                    ,145.0, 2018        ,1863540.0,280.0,1450.0,12.5,9.0,3.0
153,153,Razor EX                  ,Razor EX,0,11700.0,1, Mirai                                    , competition, flight-ready, {'0': 'Stealth'}                                   ,155.0, 2018        ,1757700.0,280.0,1450.0,12.5,9.0,3.0
154,154,Razor LX                  ,Razor LX,0,11701.0,1, Mirai                                    , competition, flight-ready, {'0': 'Luxury'}                                    ,150.0, 2018        ,1927800.0,275.0,1400.0,12.5,9.0,3.0
155,155,Reclaimer                 ,Reclaimer,300,9757854.0,5, Aegis Dynamics                           , industrial , flight-ready, {'0': 'Heavy Salvage'}                             ,400.0, 2018        ,31752000.0,110.0,890.0,160.0,120.0,55.0
156,156,Redeemer                  ,Redeemer,2,444270.0,4, Aegis Dynamics                           , combat     , flight-ready, {'0': 'Gunship'}                                   ,330.0, 2021        ,17199000.0,202.5,1050.0,51.0,25.0,14.0
157,157,Reliant Kore              ,Reliant Kore,6,39353.0,2, Musashi Industrial and Starflight Concern, multi      , flight-ready," "" """"{'0': 'Starter' '1': 'Light Freight'}       """"""",65.0, 2016        ,1719900.0,220.0,1150.0,14.75,28.5,4.5
158,158,Reliant Mako              ,Reliant Mako,0,39353.0,2, Musashi Industrial and Starflight Concern, support    , flight-ready, {'0': 'Reporting'}                                 ,95.0, 2019        ,2513700.0,220.0,1150.0,14.75,28.5,4.5
159,159,Reliant Sen               ,Reliant Sen,0,39353.0,2, Musashi Industrial and Starflight Concern, industrial , flight-ready, {'0': 'Light Science'}                             ,85.0, 2019        ,2249100.0,220.0,1150.0,14.75,28.5,4.5
160,160,Reliant Tana              ,Reliant Tana,1,39168.0,2, Musashi Industrial and Starflight Concern, combat     , flight-ready, {'0': 'Light Fighter'}                             ,75.0, 2019        ,1984500.0,220.0,1150.0,14.75,28.5,4.5
161,161,Retaliator                ,Retaliator,0,343270.0,7, Aegis Dynamics                           , combat     , flight-ready, {'0': 'Heavy Bomber'}                              ,175.0, 2016        ,7938000.0,200.0,1000.0,70.5,44.0,13.5
162,162,ROC                       ,ROC,0,22470.0,1, Greycat Industrial                       , industrial , flight-ready, {'0': 'Mining'}                                    ,55.0, 2020        ,103950.0,32.0,32.0,6.0,3.9,3.5
163,163,ROC-DS                    ,ROC-DS,0,30580.0,2, Greycat Industrial                       , industrial , flight-ready, {'0': 'Mining'}                                    ,75.0, 2021        ,141750.0,32.0,32.0,6.6,5.0,3.5
164,164,Sabre                     ,Sabre,0,86593.0,1, Aegis Dynamics                           , combat     , flight-ready, {'0': 'Stealth Fighter'}                           ,175.0, 2016        ,4498200.0,206.0,1235.0,24.5,24.5,5.0
165,165,Sabre Firebird            ,Sabre Firebird,0,75593.0,1, Aegis Dynamics                           , combat     , flight-ready, {'0': 'Medium Fighter'}                            ,185.0, 2024        ,4498200.0,240.0,1400.0,24.5,24.5,5.0
166,166,Sabre Peregrine           ,Sabre Peregrine,0,75593.0,1, Aegis Dynamics                           , competition, flight-ready, {'0': 'Racing'}                                    ,185.0, 2024        ,4498200.0,267.0,1447.0,24.5,24.5,5.0
167,167,Sabre Raven               ,Sabre Raven,0,70811.0,1, Aegis Dynamics                           , combat     , flight-ready, {'0': 'Interdiction'}                              ,0.0, 2017        ,4498200.0,240.0,1400.0,24.5,24.5,5.0
168,168,San'tok.yāi               ,San'tok.yāi,0,88524.0,1, Aopoa                                    , combat     , flight-ready, {'0': 'Medium Fighter'}                            ,240.0, 2023        ,9355500.0,227.0,1161.0,24.0,23.0,9.0
169,169,Scorpius                  ,Scorpius,0,97562.0,2, Roberts Space Industries                 , combat     , flight-ready, {'0': 'Heavy Fighter'}                             ,240.0, 2022        ,5443200.0,220.0,1375.0,32.0,24.0,13.0
170,170,Scorpius Antares          ,Scorpius Antares,0,97562.0,2, Roberts Space Industries                 , combat     , flight-ready, {'0': 'Heavy Fighter'}                             ,230.0, 2023        ,5216400.0,220.0,1375.0,32.0,24.0,13.0
171,171,Scythe                    ,Scythe,0,72091.0,1, Vanduul                                  , combat     , flight-ready, {'0': 'Medium Fighter'}                            ,300.0, 2015        ,7527822.0,220.0,1150.0,33.0,24.0,9.0
172,172,Spartan                   ,Spartan,0,136016.0,1, Anvil Aerospace                          , ground     , flight-ready, {'0': 'Transport'}                                 ,80.0, 2021        ,846720.0,26.0,26.0,17.0,7.0,5.5
173,173,SRV                       ,SRV,12,458980.0,1, Argo Astronautics                        , support    , flight-ready, {'0': 'Recovery'}                                  ,165.0, 2023        ,3969000.0,200.0,1100.0,31.5,21.5,9.5
174,174,Starfarer                 ,Starfarer,291,3555606.0,7, Musashi Industrial and Starflight Concern, support    , flight-ready, {'0': 'Heavy Refuelling'}                          ,300.0, 2016        ,13230000.0,106.0,845.0,102.0,48.5,24.5
175,175,Starfarer Gemini          ,Starfarer Gemini,291,3583690.0,6, Musashi Industrial and Starflight Concern, support    , flight-ready, {'0': 'Heavy Refuelling'}                          ,340.0, 2016        ,14994000.0,106.0,845.0,102.0,48.5,24.5
176,176,Starlancer MAX            ,Starlancer MAX,224,814271.0,4, Musashi Industrial and Starflight Concern, transport  , flight-ready, {'0': 'Medium Freight'}                            ,250.0, 2024        ,5049818.0,115.0,950.0,90.0,60.0,20.0
177,177,Starlancer TAC            ,Starlancer TAC,96,,6, MISC                                     , combat     , in-concept  , {'0': 'Patrol'}                                    ,330.0, Unreleased  ,0.0,90.0,911.5,83.0,52.0,16.0
178,178,Storm                     ,Storm,0,92270.0,1, Tumbril Land Systems                     , ground     , flight-ready, {'0': 'Combat Support'}                            ,90.0, 2023        ,453600.0,156.95,170.9,7.65,10.25,4.0
179,179,Storm AA                  ,Storm AA,0,92270.0,1, Tumbril Land Systems                     , ground     , flight-ready, {'0': 'Combat Support'}                            ,100.0, 2023        ,476280.0,156.95,170.9,7.65,10.25,4.0
180,180,STV                       ,STV,0,22070.0,2, Greycat Industrial                       , ground     , flight-ready, {'0': 'Transport'}                                 ,40.0, 2022        ,75600.0,40.0,40.0,6.0,8.75,3.5
181,181,Talon                     ,Talon,0,51352.0,1, Esperia                                  , combat     , flight-ready, {'0': 'Light Fighter'}                             ,115.0, 200.0       ,1150.0,20.0,16.5,7.5,24.0,8.0
182,182,Ursa                      ,Ursa,2,50357.0,2, Roberts Space Industries                 , ground     , flight-ready, {'0': 'Exploration'}                               ,50.0, 2017        ,262800.0,2020.0,1200.0,225.0,15.0,8.0
183,183,Talon Shrike              ,Talon Shrike,0,51352.0,1, Esperia                                  , combat     , flight-ready, {'0': 'Light Fighter'}                             ,115.0, 2020        ,3260250.0,225.0,1200.0,24.0,15.0,8.0
184,184,Terrapin                  ,Terrapin,0,166850.0,1, Anvil Aerospace                          , exploration, flight-ready, {'0': 'Pathfinder'}                                ,220.0, 2018        ,5433120.0,200.0,1150.0,20.0,16.5,7.5
185,185,Terrapin Medic            ,Terrapin Medic,0,166850.0,1, Anvil Aerospace                          , support    , flight-ready, {'0': 'Medical'}                                   ,220.0, 2024        ,5433120.0,200.0,1150.0,6.0,8.75,3.5
186,186,Ursa                      ,Ursa,0,51052.0,3, Roberts Space Industries                 , ground     , flight-ready, {'0': 'Ambulance'}                                 ,60.0, 2024        ,113400.0,50.0,50.0,6.0,8.75,3.5
187,187,Ursa Medivac              ,Ursa Medivac,0,51052.0,3, Roberts Space Industries                 , ground     , flight-ready, {'0': 'Ambulance'}                                 ,60.0, 2024        ,124740.0,50.0,50.0,6.0,8.75,3.5
188,188,Valkyrie                  ,Valkyrie,30,621046.0,5, Anvil Aerospace                          , combat     , flight-ready, {'0': 'Dropship'}                                  ,375.0, 2018        ,19845000.0,207.0,1110.0,48.0,38.0,12.0
189,189,Vanguard Harbinger        ,Vanguard Harbinger,0,236604.0,2, Aegis Dynamics                           , combat     , flight-ready, {'0': 'Bomber'}                                    ,290.0, 2019        ,11510100.0,219.0,1115.0,48.0,40.0,9.5
190,190,Vanguard Hoplite          ,Vanguard Hoplite,0,234870.0,2, Aegis Dynamics                           , combat     , flight-ready, {'0': 'Dropship'}                                  ,240.0, 2016        ,9327150.0,209.0,1115.0,48.0,40.0,9.5
191,191,Vanguard Sentinel         ,Vanguard Sentinel,0,232170.0,2, Aegis Dynamics                           , combat     , flight-ready, {'0': 'Interdiction'}                              ,275.0, 2019        ,10914750.0,217.0,1111.0,48.0,40.0,9.5
192,192,Vanguard Warden           ,Vanguard Warden,0,244270.0,2, Aegis Dynamics                           , combat     , flight-ready, {'0': 'Heavy Fighter'}                             ,260.0, 2016        ,10319400.0,215.0,1111.0,48.0,40.0,9.5
193,193,Vulcan                    ,Vulcan,12,625330.0,3, Aegis Dynamics                           , multi      , in-concept  ," "" """"{'0': 'Medium Repair' '1': 'Medium Refuel'} """"""",200.0, Unreleased  ,0.0,210.0,0.0,38.5,16.5,10.0
194,194,Vulture                   ,Vulture,12,186103.0,1, Drake Interplanetary                     , industrial , flight-ready, {'0': 'Light Salvage'}                             ,175.0, 2023        ,2646000.0,200.0,1100.0,34.0,16.0,9.0
195,195,X1                        ,X1,0,4730.0,1, Origin Jumpworks                         , exploration, flight-ready, {'0': 'Touring'}                                   ,40.0, 2023        ,105840.0,207.0,569.0,1.55,5.19,1.87
196,196,X1 Force                  ,X1 Force,0,4730.0,1, Origin Jumpworks                         , exploration, flight-ready, {'0': 'Combat'}                                    ,50.0, 2023        ,132300.0,207.0,569.0,1.55,5.19,1.87
197,197,X1 Velocity               ,X1 Velocity,0,4730.0,1, Origin Jumpworks                         , competition, flight-ready, {'0': 'Racing'}                                    ,45.0, 2023        ,119070.0,222.0,611.0,1.55,5.19,1.87
198,198,Zeus CL Mk II             ,Zeus CL Mk II,128,295000.0,3, Roberts Space Industries                 , transport  , flight-ready, {'0': 'Medium Freight'}                            ,150.0, 2024        ,6804000.0,200.0,1000.0,45.7,34.3,7.0
199,199,Zeus ES Mk II             ,Zeus ES Mk II,32,295000.0,3, Roberts Space Industries                 , exploration, flight-ready, {'0': 'Expedition'}                                ,150.0, 2024        ,4422600.0,200.0,1050.0,45.7,34.3,7.0
200,200,Zeus MR Mk II             ,Zeus MR Mk II,16,295000.0,3, Roberts Space Industries                 , combat     , in-concept  , {'0': 'Interdiction'}                              ,190.0, Unreleased  ,0.0,90.0,911.5,45.7,34.3,8.0
